genes	4438	4460	4474	4501	4510	4520	DC1MINUS	DC2MINUES	DC2PLUS	DC4MINUS	DC4PLUS	X2654MINUS	X2654PLUS
TRIM29	-1.1048622198805975	-3.3038632426926933	-3.3381331978427125	-2.203505394933852	1.758179847893968	-3.1183838281631453	0.9189170243888163	-1.0101456535442526	-1.3606209761143886	1.9621299697687349	1.5452179970373436	-2.5235831488581937	-2.707832809693185
OAF	1.176851717675593	2.2385658657622796	1.840585979382272	2.185431596399397	2.1489288797498602	2.2923391133537305	6.924843182156208	5.92757527174238	6.05579711870602	6.840696707593678	6.709709190158943	6.522310755489659	6.2211486266384215
TMEM136	-3.372417871652196	-2.7177858519028066	-4.307213091646911	-2.203505394933852	0.5395741714858572	-2.0324951428232056	1.5910849028911938	1.6838945939075447	1.6986073270031277	2.1108349916879785	2.486299612977328	0.3611974018006431	0.3573593406589138
ARHGEF12	7.312965367714199	7.9995440321877895	7.797074115822268	7.723685922932345	7.606563774169504	7.956126057724446	8.152365259429656	7.991546711207387	7.948161971107712	8.191481368716476	8.271880525468317	7.6287665879727795	7.6042384334139665
GRIK4	-2.8098620563850227	-1.4941203245769277	-2.0350803388311713	-0.4801559447518296	2.0300627812711824	-2.0324951428232056	1.69473347726994	1.0549946072878387	0.9906613648691809	1.764009292570142	1.0667459131553618	1.2224173595392374	1.268493099938335
TBCEL	5.5804047937790084	5.756110292274248	5.6190170406218645	5.9547675366000306	5.7472918397945705	5.664713449942473	5.535096877290298	5.943820439415164	5.9591866252921655	5.814471461251267	5.940325208437381	5.690160971699619	5.586242290701264
SC5D	5.348981922517951	4.9162134833754205	5.370124804675552	5.656669974104002	4.671318647601761	4.84551912592188	6.6941778894530115	6.3205227266003945	6.220340560971523	6.543403848083029	6.72101906410796	6.786181155454201	6.889276326422887
LOC102899325	-2.0910757933557718	-1.9799289655954033	-3.3381331978427125	-1.0984907089792866	1.8311028692130569	-3.1183838281631453	6.903367122122094	6.631984409026722	6.56235469469098	6.294730360699982	6.463120622600902	6.855463273690387	6.988729414104799
UBASH3B	6.231801286084443	6.510046763475128	6.570615581291608	6.048529932947406	6.214042558536033	6.354378936267447	2.224475946294596	1.3121714188652724	1.2178497067618248	0.5963986711384833	0.3801035537481333	1.9545117574838438	2.205975065407161
HSPA8	9.987525885746756	10.10760921874977	9.93640553443515	9.799973074309323	9.446116036509347	10.073600436455932	10.743435838360217	10.595867157731794	10.60850933620285	10.726967897683759	10.829158795957586	10.996230465400235	11.005925807809387
CLMP	1.8829656304743676	1.3432015008991496	1.653619898356343	2.1315998789684243	1.758179847893968	1.3625901852791613	9.08168923955002	8.640402549866186	8.702552071933264	9.216290095632171	9.33173929447086	8.42350866917051	8.44376506932554
